target1,target2,SOA,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,counter_balance.thisRepN,counter_balance.thisTrialN,counter_balance.thisN,counter_balance.thisIndex,trials_50ms.thisRepN,trials_50ms.thisTrialN,trials_50ms.thisN,trials_50ms.thisIndex,trials_100ms.thisRepN,trials_100ms.thisTrialN,trials_100ms.thisN,trials_100ms.thisIndex,trials_200ms.thisRepN,trials_200ms.thisTrialN,trials_200ms.thisN,trials_200ms.thisIndex,trials_400ms.thisRepN,trials_400ms.thisTrialN,trials_400ms.thisN,trials_400ms.thisIndex,trials_600ms.thisRepN,trials_600ms.thisTrialN,trials_600ms.thisN,trials_600ms.thisIndex,thisRow.t,notes,Instructions.started,key_instruct.started,Instructions.stopped,key_instruct.keys,key_instruct.rt,key_instruct.duration,practice_instructions.started,key_instruct_2.started,practice_instructions.stopped,key_instruct_2.keys,key_instruct_2.rt,key_instruct_2.duration,fixation.started,cross.started,fixation.stopped,practice.started,target_1.started,target_1.stopped,target_2.started,target_2.stopped,practice.stopped,practice_response.started,textbox.started,practice_response_instructions.started,textbox_2.started,button.started,practice_response.stopped,f1_accuracy,f2_accuracy,textbox.text,textbox_2.text,button.numClicks,button.timesOn,button.timesOff,instructions_testphase.started,key_instruct_3.started,instructions_testphase.stopped,key_instruct_3.keys,key_instruct_3.rt,key_instruct_3.duration,countdown.started,text_countdown.started,countdown.stopped,fixation_2.started,cross_2.started,fixation_2.stopped,routine_1.started,target_14.started,target_14.stopped,target_15.started,target_15.stopped,routine_1.stopped,response.started,textbox_3.started,practice_response_instructions_2.started,textbox_4.started,button_2.started,response.stopped,textbox_3.text,textbox_4.text,button_2.numClicks,button_2.timesOn,button_2.timesOff,cross_2.stopped,fixation_100ms.started,cross_3.started,fixation_100ms.stopped,routine_2.started,target_16.started,target_16.stopped,target_17.started,target_17.stopped,routine_2.stopped,response_100ms.started,textbox_5.started,practice_response_instructions_3.started,textbox_6.started,button_3.started,response_100ms.stopped,textbox_5.text,textbox_6.text,button_3.numClicks,button_3.timesOn,button_3.timesOff,cross_3.stopped,routine_34.started,target_18.started,target_18.stopped,target_19.started,target_19.stopped,routine_34.stopped,response_200ms.started,textbox_7.started,practice_response_instructions_4.started,textbox_8.started,button_4.started,response_200ms.stopped,textbox_7.text,textbox_8.text,button_4.numClicks,button_4.timesOn,button_4.timesOff,routine_4.started,target_20.started,target_20.stopped,target_21.started,target_21.stopped,routine_4.stopped,response_400ms.started,textbox_9.started,practice_response_instructions_5.started,textbox_10.started,button_5.started,response_400ms.stopped,textbox_9.text,textbox_10.text,button_5.numClicks,button_5.timesOn,button_5.timesOff,routine_5.started,target_22.started,target_22.stopped,target_23.started,target_23.stopped,routine_5.stopped,response_600ms.started,textbox_11.started,practice_response_instructions_6.started,textbox_12.started,button_6.started,response_600ms.stopped,textbox_11.text,textbox_12.text,button_6.numClicks,button_6.timesOn,button_6.timesOff,thank_you.started,key_instruct_4.started,thank_you.stopped,key_instruct_4.keys,key_instruct_4.rt,key_instruct_4.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
date, rose,100,,,,,0,0,0,0,,,,,0,7,7,4,,,,,,,,,,,,,243.61834508299944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243.61029495800176,243.61834508299944,244.60980704100075,244.60981645800348,244.8784327079993,244.93791612500354,245.0367511250006,245.09317554100562,245.24308575000032,245.24309833300504,245.25949895800295,245.25949895800295,245.25949895800295,245.25949895800295,250.93716945800406,date,,1,[5.692337667001993],[5.692341875001148],244.63522891600587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,final_pushkar,001,2023-11-29_09h48.24.850,experiment,2023.2.2,120.1126666440764,2023-11-29 09h48.43.551818 +0530,
cry, riot,100,,,,,0,0,0,0,,,,,0,8,8,3,,,,,,,,,,,,,250.9521046660011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.9376794580021,250.9521046660011,251.9431190000032,251.94312937500217,252.20968975000142,252.26871483300056,252.36866520799958,252.42652395800542,252.5765021660045,252.5765117080009,252.5929352910025,252.5929352910025,252.5929352910025,252.5929352910025,258.3579854580021,cry,riot,1,[5.779817041999195],[5.779820709001797],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,final_pushkar,001,2023-11-29_09h48.24.850,experiment,2023.2.2,120.1126666440764,2023-11-29 09h48.43.551818 +0530,
deal, sand,100,,,,,0,0,0,0,,,,,0,9,9,5,,,,,,,,,,,,,258.36914683299983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258.35839645800297,258.36914683299983,259.3600905410058,259.3601006250028,259.62713316600275,259.6855393330043,259.7862073330034,259.8436711250033,259.9935174160055,259.99352937500225,260.00968250000005,260.00968250000005,260.00968250000005,260.00968250000005,264.62839008300216,dirt,,1,[4.633161582998582],[4.633165125000232],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,final_pushkar,001,2023-11-29_09h48.24.850,experiment,2023.2.2,120.1126666440764,2023-11-29 09h48.43.551818 +0530,
draw, stem,200,,,,,0,0,0,0,,,,,,,,,0,0,0,2,,,,,,,,,264.64406562500517,,,,,,,,,,,,,,264.63687858300545,264.64406562500517,266.6358499580019,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266.63585841600434,266.84533520800323,266.9034047910027,267.1099600410016,267.16910587500024,267.26911741599906,267.2691285000037,267.2889781660051,267.2889781660051,267.2889781660051,267.2889781660051,273.94117579100566,dirt,show,1,[6.669844708994788],[6.6698482089996105],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,final_pushkar,001,2023-11-29_09h48.24.850,experiment,2023.2.2,120.1126666440764,2023-11-29 09h48.43.551818 +0530,
fact, time,200,,,,,0,0,0,0,,,,,,,,,0,1,1,7,,,,,,,,,273.9531825830054,,,,,,,,,,,,,,273.9417528750055,273.9531825830054,275.943644125,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.94365383300465,276.16021345800254,276.2198161250053,276.4193105830054,276.47715145799884,276.5773157500007,276.57732812500035,276.5943059580022,276.5943059580022,276.5943059580022,276.5943059580022,283.2925092910009,face,time,1,[6.713393874997564],[6.7133977499979665],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,final_pushkar,001,2023-11-29_09h48.24.850,experiment,2023.2.2,120.1126666440764,2023-11-29 09h48.43.551818 +0530,
exit, team,200,,,,,0,0,0,0,,,,,,,,,0,2,2,5,,,,,,,,,283.30298604100244,,,,,,,,,,,,,,283.2929167080001,283.30298604100244,285.29404033299943,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285.29405041599966,285.51045216600323,285.56969783300156,285.7701264580028,285.82750783300435,285.9279272499989,285.9279413750046,285.94677079100074,285.94677079100074,285.94677079100074,285.94677079100074,297.3662981250018,exit,team,1,[11.436369292001473],[11.436373000004096],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,final_pushkar,001,2023-11-29_09h48.24.850,experiment,2023.2.2,120.1126666440764,2023-11-29 09h48.43.551818 +0530,
drop, stop,200,,,,,0,0,0,0,,,,,,,,,0,3,3,3,,,,,,,,,297.3735081250052,,,,,,,,,,,,,,297.3667360410036,297.3735081250052,299.36992687500606,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299.369937250005,299.57837254100014,299.63658854100504,299.84475704099896,299.90321500000573,300.0033141660024,300.0033258750045,300.0220350000018,300.0220350000018,300.0220350000018,300.0220350000018,304.8332451250026,drop,show,1,[4.827907541999593],[4.827911166998092],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,final_pushkar,001,2023-11-29_09h48.24.850,experiment,2023.2.2,120.1126666440764,2023-11-29 09h48.43.551818 +0530,
fall, tour,200,,,,,0,0,0,0,,,,,,,,,0,4,4,9,,,,,,,,,304.84001108300436,,,,,,,,,,,,,,304.83368220800185,304.84001108300436,306.8368487500047,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306.83685975000117,307.0448463330031,307.1033279580006,307.31107150000025,307.370113625002,307.47023337500286,307.470245125005,307.48886683300225,307.48886683300225,307.48886683300225,307.48886683300225,313.4319575000045,fall,bird,1,[5.959787709005468],[5.959791334003967],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,final_pushkar,001,2023-11-29_09h48.24.850,experiment,2023.2.2,120.1126666440764,2023-11-29 09h48.43.551818 +0530,
drag, star,200,,,,,0,0,0,0,,,,,,,,,0,5,5,1,,,,,,,,,313.43944258300326,,,,,,,,,,,,,,313.4323691660029,313.43944258300326,315.4369948330059,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315.43700562500453,315.6451034999991,315.70360829100537,315.9121148750055,315.9703524159995,316.07040175000293,316.07041295800445,316.0884672910033,316.0884672910033,316.0884672910033,316.0884672910033,322.50008295800217,drag,rain,1,[6.4277782079952885],[6.427781541999138],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,final_pushkar,001,2023-11-29_09h48.24.850,experiment,2023.2.2,120.1126666440764,2023-11-29 09h48.43.551818 +0530,
earl, talk,200,,,,,0,0,0,0,,,,,,,,,0,6,6,4,,,,,,,,,322.50723220800137,,,,,,,,,,,,,,322.5005243330015,322.50723220800137,324.50349087500217,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324.5035052910025,324.71205258300324,324.77061675000004,324.9788388750021,325.0366892500024,325.1373787910052,325.1373902080013,325.15545879099955,325.15545879099955,325.15545879099955,325.15545879099955,330.44443554100144,,talk,1,[5.304988042000332],[5.304991917000734],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,final_pushkar,001,2023-11-29_09h48.24.850,experiment,2023.2.2,120.1126666440764,2023-11-29 09h48.43.551818 +0530,
fair, tire,200,,,,,0,0,0,0,,,,,,,,,0,7,7,8,,,,,,,,,330.45426779099944,,,,,,,,,,,,,,330.4449208330043,330.45426779099944,332.44513791600184,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332.4451487080005,332.66143575000024,332.7202902909994,332.9284502080045,332.9881897910018,333.07898895800463,333.079001791004,333.09630104100506,333.09630104100506,333.09630104100506,333.09630104100506,344.64325375000044,bird,tire,1,[11.562362541000766],[11.562367124999582],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,final_pushkar,001,2023-11-29_09h48.24.850,experiment,2023.2.2,120.1126666440764,2023-11-29 09h48.43.551818 +0530,
dose, soup,200,,,,,0,0,0,0,,,,,,,,,0,8,8,0,,,,,,,,,344.65456854100194,,,,,,,,,,,,,,344.64367000000493,344.65456854100194,346.64547504100483,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346.6454854160038,346.8620510410037,346.92177625000477,347.12116533300286,347.17877070800023,347.2791440830042,347.2791565830048,347.2974229579995,347.2974229579995,347.2974229579995,347.2974229579995,354.0096680410061,dose,soup,1,[6.728541041004064],[6.728544666002563],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,final_pushkar,001,2023-11-29_09h48.24.850,experiment,2023.2.2,120.1126666440764,2023-11-29 09h48.43.551818 +0530,
face, test,200,,,,,0,0,0,0,,,,,,,,,0,9,9,6,,,,,,,,,354.0212785830008,,,,,,,,,,,,,,354.01012087500567,354.0212785830008,356.0123990830034,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356.0124082500042,356.2287825000021,356.28834662500594,356.48817541600147,356.54586279100477,356.646257583001,356.6462715410016,356.6642624160013,356.6642624160013,356.6642624160013,356.6642624160013,361.3680852500038,face,,1,[4.719851542002289],[4.719855082999857],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,final_pushkar,001,2023-11-29_09h48.24.850,experiment,2023.2.2,120.1126666440764,2023-11-29 09h48.43.551818 +0530,
fine, view,400,,,,,0,0,0,0,,,,,,,,,,,,,0,0,0,5,,,,,361.38288245800504,,,,,,,,,,,,,,361.37626704099966,361.38288245800504,363.371526875002,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363.3715370830032,363.42173437500605,363.47966254100174,363.9048339159999,363.9629702500024,364.1630430830046,364.16306025000085,364.18493283299904,364.18493283299904,364.18493283299904,364.18493283299904,367.89959675000136,fine,view,1,[3.7340247920001275],[3.7340284590027295],,,,,,,,,,,,,,,,,,,,,,,,final_pushkar,001,2023-11-29_09h48.24.850,experiment,2023.2.2,120.1126666440764,2023-11-29 09h48.43.551818 +0530,
flag, wall,400,,,,,0,0,0,0,,,,,,,,,,,,,0,1,1,8,,,,,367.921553375003,,,,,,,,,,,,,,367.90021791600157,367.921553375003,369.9050725410052,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369.9050831660061,369.9558995000043,370.012654791004,370.43023920799897,370.4883236250025,370.69620645800023,370.6962202499999,370.7160786250024,370.7160786250024,370.7160786250024,370.7160786250024,376.0109175000034,flag,wall,1,[5.312508249997336],[5.312512374999642],,,,,,,,,,,,,,,,,,,,,,,,final_pushkar,001,2023-11-29_09h48.24.850,experiment,2023.2.2,120.1126666440764,2023-11-29 09h48.43.551818 +0530,
fish, wage,400,,,,,0,0,0,0,,,,,,,,,,,,,0,2,2,7,,,,,376.02140237500134,,,,,,,,,,,,,,376.0113582080012,376.02140237500134,378.0133811660053,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.01339429100335,378.0640180410046,378.12182966600085,378.545961541,378.60520525000175,378.80586354100524,378.8058814160031,378.82559470800334,378.82559470800334,378.82559470800334,378.82559470800334,384.20058587500534,fish,wage,1,[5.39242466599535],[5.3924293749951175],,,,,,,,,,,,,,,,,,,,,,,,final_pushkar,001,2023-11-29_09h48.24.850,experiment,2023.2.2,120.1126666440764,2023-11-29 09h48.43.551818 +0530,
banana,sprite,400,,,,,0,0,0,0,,,,,,,,,,,,,0,3,3,9,,,,,384.20743120800034,,,,,,,,,,,,,,384.20102320799924,384.20743120800034,386.20545420800045,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386.2054648750054,386.256111833005,386.31326987500506,386.7305820410038,386.7887015410015,386.9964108749991,386.99642804100586,387.0155169999998,387.0155169999998,387.0155169999998,387.0155169999998,394.3944448330003,banana,sprite,1,[7.395857791998424],[7.395861624994723],,,,,,,,,,,,,,,,,,,,,,,,final_pushkar,001,2023-11-29_09h48.24.850,experiment,2023.2.2,120.1126666440764,2023-11-29 09h48.43.551818 +0530,
fate, tree,400,,,,,0,0,0,0,,,,,,,,,,,,,0,4,4,1,,,,,394.4052682910042,,,,,,,,,,,,,,394.39488279099896,394.4052682910042,396.3969036250055,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396.3969142499991,396.44755024999904,396.50583241600543,396.92929829100467,396.9897060830044,397.18961337500514,397.18962862500484,397.2086544160047,397.2086544160047,397.2086544160047,397.2086544160047,403.48432508300175,fate,tree,1,[6.292509416998655],[6.292513125001278],,,,,,,,,,,,,,,,,,,,,,,,final_pushkar,001,2023-11-29_09h48.24.850,experiment,2023.2.2,120.1126666440764,2023-11-29 09h48.43.551818 +0530,
fire, vote,400,,,,,0,0,0,0,,,,,,,,,,,,,0,5,5,6,,,,,403.49183979100053,,,,,,,,,,,,,,403.4847694580021,403.49183979100053,405.48921391600015,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405.489226083002,405.5399907079991,405.596891125002,406.01420583300205,406.07255783300207,406.28027366600145,406.28028712500236,406.30086375000246,406.30086375000246,406.30086375000246,406.30086375000246,411.5445890830015,tire,wall,1,[5.262115417004679],[5.262119209000957],,,,,,,,,,,,,,,,,,,,,,,,final_pushkar,001,2023-11-29_09h48.24.850,experiment,2023.2.2,120.1126666440764,2023-11-29 09h48.43.551818 +0530,
film, user,400,,,,,0,0,0,0,,,,,,,,,,,,,0,6,6,4,,,,,411.556124499999,,,,,,,,,,,,,,411.5449997079995,411.556124499999,413.5472894580016,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413.547301041006,413.5981983330057,413.65606412500347,414.0802626250006,414.13972716600256,414.3399975830034,414.3400145830019,414.35988375000306,414.35988375000306,414.35988375000306,414.35988375000306,418.8943221660011,film,unit,1,[4.5521212500025285],[4.552124791000097],,,,,,,,,,,,,,,,,,,,,,,,final_pushkar,001,2023-11-29_09h48.24.850,experiment,2023.2.2,120.1126666440764,2023-11-29 09h48.43.551818 +0530,
fear, trip,400,,,,,0,0,0,0,,,,,,,,,,,,,0,7,7,2,,,,,418.9063549160055,,,,,,,,,,,,,,418.89473316600197,418.9063549160055,420.8980628749996,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420.8980738750033,420.9481861250024,421.00623525000265,421.4304010410051,421.489578875,421.68974945800437,421.68976345800183,421.71027504100493,421.71027504100493,421.71027504100493,421.71027504100493,427.4786020829997,fear,trip,1,[5.786625082997489],[5.78662891699787],,,,,,,,,,,,,,,,,,,,,,,,final_pushkar,001,2023-11-29_09h48.24.850,experiment,2023.2.2,120.1126666440764,2023-11-29 09h48.43.551818 +0530,
farm, town,400,,,,,0,0,0,0,,,,,,,,,,,,,0,8,8,0,,,,,427.48989441600133,,,,,,,,,,,,,,427.47902433299896,427.48989441600133,429.48056616599933,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429.4805775410059,429.5313023750059,429.5897998750006,430.01418579100573,430.0733222080016,430.27383700000064,430.2738541660001,430.294429708003,430.294429708003,430.294429708003,430.294429708003,436.41860275000363,farm,town,1,[6.142367915999785],[6.142371499998262],,,,,,,,,,,,,,,,,,,,,,,,final_pushkar,001,2023-11-29_09h48.24.850,experiment,2023.2.2,120.1126666440764,2023-11-29 09h48.43.551818 +0530,
file, unit,400,,,,,0,0,0,0,,,,,,,,,,,,,0,9,9,3,,,,,436.4257533330019,,,,,,,,,,,,,,436.41904604100273,436.4257533330019,438.423428083006,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,438.42344179100473,438.4743141660001,438.53110095800366,438.94805708300555,439.0067255410031,439.2144075000033,439.2144223330033,439.2338657910004,439.2338657910004,439.2338657910004,439.2338657910004,442.7623611250019,file,unit,1,[3.5457193330003065],[3.5457231660038815],,,,,,,,,,,,,,,,,,,,,,,,final_pushkar,001,2023-11-29_09h48.24.850,experiment,2023.2.2,120.1126666440764,2023-11-29 09h48.43.551818 +0530,
chirp, spoon,600,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,5,442.77709070800483,,,,,,,,,,,,,,442.77096341600554,442.77709070800483,444.7643339580027,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444.7643462500055,444.81541554100113,444.8735065830042,445.50683800000115,445.56477462500334,445.7736515409997,445.7736662910029,445.7969052080007,445.7969052080007,445.7969052080007,445.7969052080007,453.2292340000058,thrist,spoon,1,[7.452761416003341],[7.4527653330005705],,,,,,,final_pushkar,001,2023-11-29_09h48.24.850,experiment,2023.2.2,120.1126666440764,2023-11-29 09h48.43.551818 +0530,
candy, fever,600,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,1,1,1,453.24074466599996,,,,,,,,,,,,,,453.2298242079996,453.24074466599996,455.23148691600363,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,455.2315018750014,455.2819985829992,455.3403605830026,455.9738256660057,456.0317787910026,456.2406115410049,456.24062816600053,456.2643173329998,456.2643173329998,456.2643173329998,456.2643173329998,462.15338625000004,,fever,1,[5.910173833995941],[5.910177334000764],,,,,,,final_pushkar,001,2023-11-29_09h48.24.850,experiment,2023.2.2,120.1126666440764,2023-11-29 09h48.43.551818 +0530,
cards, field,600,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,2,2,2,462.15975541600346,,,,,,,,,,,,,,462.1538027909992,462.15975541600346,464.1573770410032,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,464.1573904160032,464.207442040999,464.26494820800144,464.89942316600354,464.95738779100066,465.16517212500185,465.16519220800546,465.1891001660042,465.1891001660042,465.1891001660042,465.1891001660042,473.7865484159993,card,feild,1,[8.618486166000366],[8.618489749998844],,,,,,,final_pushkar,001,2023-11-29_09h48.24.850,experiment,2023.2.2,120.1126666440764,2023-11-29 09h48.43.551818 +0530,
child, party,600,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,3,3,4,473.7931522500003,,,,,,,,,,,,,,473.7869861250001,473.7931522500003,475.7909812910002,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475.7909944999992,475.8411004160007,475.89845262500603,476.5333741249997,476.5915207500002,476.7917843750038,476.7918023750026,476.8141099160057,476.8141099160057,476.8141099160057,476.8141099160057,480.9370778750017,child,party,1,[4.142750375001924],[4.142754167005478],,,,,,,final_pushkar,001,2023-11-29_09h48.24.850,experiment,2023.2.2,120.1126666440764,2023-11-29 09h48.43.551818 +0530,
clock, toast,600,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,4,4,9,480.9435290410038,,,,,,,,,,,,,,480.93752562500595,480.9435290410038,482.9412245410058,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,482.9412400000001,482.99127900000167,483.048841833006,483.6828440410027,483.74125808300596,483.94851262500015,483.9485311250028,483.97136200000386,483.97136200000386,483.97136200000386,483.97136200000386,487.82962695800234,clock,toast,1,[3.878593624998757],[3.8785973749982077],,,,,,,final_pushkar,001,2023-11-29_09h48.24.850,experiment,2023.2.2,120.1126666440764,2023-11-29 09h48.43.551818 +0530,
cash, luck,600,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,5,5,0,487.84135258300375,,,,,,,,,,,,,,487.8300433750046,487.84135258300375,489.83242537500337,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489.8324404580053,489.88296325000556,489.94128766599897,490.5745968330011,490.6325306660001,490.83300779099955,490.8330282500028,490.8558226250025,490.8558226250025,490.8558226250025,490.8558226250025,494.91960270800337,cash,luck,1,[4.084061832996667],[4.084066666997387],,,,,,,final_pushkar,001,2023-11-29_09h48.24.850,experiment,2023.2.2,120.1126666440764,2023-11-29 09h48.43.551818 +0530,
climb, thick,600,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,6,6,8,494.9260837910042,,,,,,,,,,,,,,494.92004012500547,494.9260837910042,496.92505945800076,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,496.92507216599915,496.97504595800274,497.0324337080019,497.66722900000605,497.7256509159997,497.9256991660004,497.92572020800435,497.94799174999935,497.94799174999935,497.94799174999935,497.94799174999935,502.93640383300226,climb,thick,1,[5.0081627079998725],[5.008166625004378],,,,,,,final_pushkar,001,2023-11-29_09h48.24.850,experiment,2023.2.2,120.1126666440764,2023-11-29 09h48.43.551818 +0530,
None,None,None,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,7,7,10,502.94280791599886,,,,,,,,,,,,,,502.9368390830059,502.94280791599886,504.9416967080033,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,504.9417110830036,504.99202316599985,505.04944008299935,505.6833960410004,505.7416423750037,505.9424954999995,505.9425157910009,505.9650368750008,505.9650368750008,505.9650368750008,505.9650368750008,509.58751316599955,climb,thick,1,[3.642461999996158],[3.642465832999733],,,,,,,final_pushkar,001,2023-11-29_09h48.24.850,experiment,2023.2.2,120.1126666440764,2023-11-29 09h48.43.551818 +0530,
cloth, tower,600,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,8,8,7,509.59421479100274,,,,,,,,,,,,,,509.58795154100517,509.59421479100274,511.5918498329993,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,511.5918619160002,511.6422316660028,511.69948683300026,512.3340657910012,512.3919904580034,512.5993244580022,512.5993415410048,512.6223188750009,512.6223188750009,512.6223188750009,512.6223188750009,516.787063541,cloth,tower,1,[4.185185624999576],[4.185189291994902],,,,,,,final_pushkar,001,2023-11-29_09h48.24.850,experiment,2023.2.2,120.1126666440764,2023-11-29 09h48.43.551818 +0530,
