target1,target2,SOA,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,counter_balance.thisRepN,counter_balance.thisTrialN,counter_balance.thisN,counter_balance.thisIndex,trials_50ms.thisRepN,trials_50ms.thisTrialN,trials_50ms.thisN,trials_50ms.thisIndex,trials_100ms.thisRepN,trials_100ms.thisTrialN,trials_100ms.thisN,trials_100ms.thisIndex,trials_200ms.thisRepN,trials_200ms.thisTrialN,trials_200ms.thisN,trials_200ms.thisIndex,trials_400ms.thisRepN,trials_400ms.thisTrialN,trials_400ms.thisN,trials_400ms.thisIndex,trials_600ms.thisRepN,trials_600ms.thisTrialN,trials_600ms.thisN,trials_600ms.thisIndex,thisRow.t,notes,Instructions.started,key_instruct.started,Instructions.stopped,key_instruct.keys,key_instruct.rt,key_instruct.duration,practice_instructions.started,key_instruct_2.started,practice_instructions.stopped,key_instruct_2.keys,key_instruct_2.rt,key_instruct_2.duration,fixation.started,cross.started,fixation.stopped,practice.started,target_1.started,target_1.stopped,target_2.started,target_2.stopped,practice.stopped,practice_response.started,textbox.started,practice_response_instructions.started,textbox_2.started,button.started,practice_response.stopped,f1_accuracy,f2_accuracy,textbox.text,textbox_2.text,button.numClicks,button.timesOn,button.timesOff,cross.stopped,instructions_testphase.started,key_instruct_3.started,instructions_testphase.stopped,key_instruct_3.keys,key_instruct_3.rt,key_instruct_3.duration,countdown.started,text_countdown.started,countdown.stopped,fixation_2.started,cross_2.started,fixation_2.stopped,routine_1.started,target_14.started,target_14.stopped,target_15.started,target_15.stopped,routine_1.stopped,response.started,textbox_3.started,practice_response_instructions_2.started,textbox_4.started,button_2.started,response.stopped,textbox_3.text,textbox_4.text,button_2.numClicks,button_2.timesOn,button_2.timesOff,cross_2.stopped,fixation_100ms.started,cross_3.started,fixation_100ms.stopped,routine_2.started,target_16.started,target_16.stopped,target_17.started,target_17.stopped,routine_2.stopped,response_100ms.started,textbox_5.started,practice_response_instructions_3.started,textbox_6.started,button_3.started,response_100ms.stopped,textbox_5.text,textbox_6.text,button_3.numClicks,button_3.timesOn,button_3.timesOff,cross_3.stopped,routine_34.started,target_18.started,target_18.stopped,target_19.started,target_19.stopped,routine_34.stopped,response_200ms.started,textbox_7.started,practice_response_instructions_4.started,textbox_8.started,button_4.started,response_200ms.stopped,textbox_7.text,textbox_8.text,button_4.numClicks,button_4.timesOn,button_4.timesOff,routine_4.started,target_20.started,target_20.stopped,target_21.started,target_21.stopped,routine_4.stopped,response_400ms.started,textbox_9.started,practice_response_instructions_5.started,textbox_10.started,button_5.started,response_400ms.stopped,textbox_9.text,textbox_10.text,button_5.numClicks,button_5.timesOn,button_5.timesOff,routine_5.started,target_22.started,target_22.stopped,target_23.started,routine_5.stopped,response_600ms.started,textbox_11.started,practice_response_instructions_6.started,textbox_12.started,button_6.started,response_600ms.stopped,textbox_11.text,textbox_12.text,button_6.numClicks,button_6.timesOn,button_6.timesOff,target_23.stopped,thank_you.started,key_instruct_4.started,thank_you.stopped,key_instruct_4.keys,key_instruct_4.rt,key_instruct_4.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
doll, song,100,,,,,0,0,0,0,,,,,0,7,7,9,,,,,,,,,,,,,290.98484112499864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.9701840830021,290.98484112499864,291.9754775410038,291.9754884159993,292.23532270800206,292.2926927910012,292.4013304160035,292.4589700409997,292.6089229999998,292.60893450000003,292.62680745800026,292.62680745800026,292.62680745800026,292.62680745800026,296.75905725000484,doll,,1,[4.148243165996973],[4.148246874996403],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chinmayeee,001,2023-11-28_18h33.50.306,experiment,2023.2.2,120.01068046606268,2023-11-28 18h33.59.756247 +0530,
cost, pork,100,,,,,0,0,0,0,,,,,0,8,8,0,,,,,,,,,,,,,296.76816395800415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296.7594576660049,296.76816395800415,297.7596176250008,297.75962904100015,298.02696854100213,298.0922483329996,298.18471929099906,298.24213962499925,298.39290829100355,298.3929225000029,298.4095521249983,298.4095521249983,298.4095521249983,298.4095521249983,306.54002587500145,,coat,1,[8.14535345799959],[8.145356957997137],297.77117649999855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chinmayeee,001,2023-11-28_18h33.50.306,experiment,2023.2.2,120.01068046606268,2023-11-28 18h33.59.756247 +0530,
debt, show,100,,,,,0,0,0,0,,,,,0,9,9,6,,,,,,,,,,,,,306.55229325000255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306.5404580000031,306.55229325000255,307.54321654100204,307.54322570800286,307.80991987499874,307.8684162499994,307.96854383299797,308.0262076250001,308.17655854100303,308.1765710000036,308.1933919580042,308.1933919580042,308.1933919580042,308.1933919580042,314.79927333300293,,debt,1,[6.621034374998999],[6.621037707998767],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chinmayeee,001,2023-11-28_18h33.50.306,experiment,2023.2.2,120.01068046606268,2023-11-28 18h33.59.756247 +0530,
fair, tire,200,,,,,0,0,0,0,,,,,,,,,0,0,0,8,,,,,,,,,314.8152289159989,,,,,,,,,,,,,,314.80797379100113,314.8152289159989,316.8022105409982,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316.80222020800284,317.0187494159982,317.0763997910035,317.2771610830023,317.3353891660008,317.4358885000038,317.43590112499805,317.456220166001,317.456220166001,317.456220166001,317.456220166001,320.3534713330009,fair,,1,[2.9153924170022947],[2.915396124997642],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chinmayeee,001,2023-11-28_18h33.50.306,experiment,2023.2.2,120.01068046606268,2023-11-28 18h33.59.756247 +0530,
exit, team,200,,,,,0,0,0,0,,,,,,,,,0,1,1,5,,,,,,,,,320.3606705409984,,,,,,,,,,,,,,320.354095708004,320.3606705409984,322.3526064580001,,,,,,,,,,,,,1,0,,,,,,322.3657215409985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322.35261999999784,322.56888191599865,322.62656433300435,322.8355892079999,322.89312004100066,322.99324137499934,322.9932533750034,323.01228112500394,323.01228112500394,323.01228112500394,323.01228112500394,328.47648916600156,exit,,1,[5.481358874996658],[5.48136270899704],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chinmayeee,001,2023-11-28_18h33.50.306,experiment,2023.2.2,120.01068046606268,2023-11-28 18h33.59.756247 +0530,
drop, stop,200,,,,,0,0,0,0,,,,,,,,,0,2,2,3,,,,,,,,,328.4856217080014,,,,,,,,,,,,,,328.47690608300036,328.4856217080014,330.47693537500163,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330.4769443330006,330.69336945800023,330.7524517080019,330.95987491599954,331.0190661660017,331.11041729099816,331.11043229100324,331.1298294580047,331.1298294580047,331.1298294580047,331.1298294580047,337.5159373330025,,drop,1,[6.4034139169962145],[6.403417292000086],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chinmayeee,001,2023-11-28_18h33.50.306,experiment,2023.2.2,120.01068046606268,2023-11-28 18h33.59.756247 +0530,
fall, tour,200,,,,,0,0,0,0,,,,,,,,,0,3,3,9,,,,,,,,,337.5227060410034,,,,,,,,,,,,,,337.5163431250039,337.5227060410034,339.5193351659982,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.5193440830044,339.72766395800136,339.7860375829987,339.9943243329981,340.0527391249998,340.15276508300303,340.152777041003,340.1718579160006,340.1718579160006,340.1718579160006,340.1718579160006,344.00469262499973,fall,,1,[3.849926458002301],[3.849930750002386],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chinmayeee,001,2023-11-28_18h33.50.306,experiment,2023.2.2,120.01068046606268,2023-11-28 18h33.59.756247 +0530,
earl, talk,200,,,,,0,0,0,0,,,,,,,,,0,4,4,4,,,,,,,,,344.01979700000084,,,,,,,,,,,,,,344.00518350000493,344.01979700000084,346.0107997080049,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346.0108091660004,346.2195456250047,346.27730087500095,346.4861861660029,346.544081166001,346.64398025000264,346.64399166600197,346.66276229100185,346.66276229100185,346.66276229100185,346.66276229100185,352.08375683300255,pearl,,1,[5.43776649999927],[5.437770124997769],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chinmayeee,001,2023-11-28_18h33.50.306,experiment,2023.2.2,120.01068046606268,2023-11-28 18h33.59.756247 +0530,
draw, stem,200,,,,,0,0,0,0,,,,,,,,,0,5,5,2,,,,,,,,,352.0907102909987,,,,,,,,,,,,,,352.0841827910044,352.0907102909987,354.0863939999981,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354.08640341600403,354.30304795800475,354.36088737499813,354.5616327910029,354.61977308300266,354.7202660000039,354.7202798750004,354.73954733300343,354.73954733300343,354.73954733300343,354.73954733300343,358.87703925000096,,draw,1,[4.15485016599996],[4.154853915999411],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chinmayeee,001,2023-11-28_18h33.50.306,experiment,2023.2.2,120.01068046606268,2023-11-28 18h33.59.756247 +0530,
fact, time,200,,,,,0,0,0,0,,,,,,,,,0,6,6,7,,,,,,,,,358.88664362500276,,,,,,,,,,,,,,358.8774405000004,358.88664362500276,360.877654625001,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.8776639159987,361.09425254099915,361.15354908299923,361.3608875830032,361.4204055000009,361.51143508300447,361.5114471249981,361.5294969579991,361.5294969579991,361.5294969579991,361.5294969579991,365.0003309579988,,fact,1,[3.486936749999586],[3.4869403330012574],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chinmayeee,001,2023-11-28_18h33.50.306,experiment,2023.2.2,120.01068046606268,2023-11-28 18h33.59.756247 +0530,
face, test,200,,,,,0,0,0,0,,,,,,,,,0,7,7,6,,,,,,,,,365.0073964580006,,,,,,,,,,,,,,365.0007644159996,365.0073964580006,367.0034840410008,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367.00349370799813,367.2122183329993,367.2701164579994,367.4788033330042,367.5367413749991,367.63686812500237,367.63687870799913,367.6544188330008,367.6544188330008,367.6544188330008,367.6544188330008,371.297057374999,,face,1,[3.6583543340020697],[3.658357624997734],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chinmayeee,001,2023-11-28_18h33.50.306,experiment,2023.2.2,120.01068046606268,2023-11-28 18h33.59.756247 +0530,
drag, star,200,,,,,0,0,0,0,,,,,,,,,0,8,8,1,,,,,,,,,371.30458279100276,,,,,,,,,,,,,,371.2975021250022,371.30458279100276,373.3036448330022,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373.3036544159986,373.51232091600104,373.57033895800123,373.7790016660001,373.8370745830034,373.93696420799824,373.93697470799816,373.9546596660002,373.9546596660002,373.9546596660002,373.9546596660002,379.49526345800405,drag,,1,[5.556387208001979],[5.556390541001747],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chinmayeee,001,2023-11-28_18h33.50.306,experiment,2023.2.2,120.01068046606268,2023-11-28 18h33.59.756247 +0530,
dose, soup,200,,,,,0,0,0,0,,,,,,,,,0,9,9,0,,,,,,,,,379.50365729100304,,,,,,,,,,,,,,379.4956735829983,379.50365729100304,381.4952060409996,,,,,,,,,,,,,0,0,,,,,,381.50737320799817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381.4952162080008,381.7122951249985,381.7707625000039,381.9781097080049,382.03747954100254,382.1285977910011,382.128612833003,382.1468257500019,382.1468257500019,382.1468257500019,382.1468257500019,385.79439083299803,,dose,1,[3.6638836659985827],[3.6638873330011847],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chinmayeee,001,2023-11-28_18h33.50.306,experiment,2023.2.2,120.01068046606268,2023-11-28 18h33.59.756247 +0530,
fate, tree,400,,,,,0,0,0,0,,,,,,,,,,,,,0,0,0,1,,,,,385.8087666249994,,,,,,,,,,,,,,385.80218879099994,385.8087666249994,387.7953705830005,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387.7953795830035,387.85426158300106,387.91160341600335,388.32935904100304,388.3879335829988,388.4288385000036,388.4288531659986,388.45051400000375,388.45051400000375,388.45051400000375,388.45051400000375,390.72611912499997,fate,,1,[2.294870457997604],[2.294874125000206],,,,,,,,,,,,,,,,,,,,,,,,chinmayeee,001,2023-11-28_18h33.50.306,experiment,2023.2.2,120.01068046606268,2023-11-28 18h33.59.756247 +0530,
fine, view,400,,,,,0,0,0,0,,,,,,,,,,,,,0,1,1,5,,,,,390.7376803750012,,,,,,,,,,,,,,390.7267085830026,390.7376803750012,392.72834633300226,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392.7283564160025,392.7793378749993,392.83747766599845,393.2614852080005,393.32093008299853,393.3623109160035,393.36232783299783,393.38196195800265,393.38196195800265,393.38196195800265,393.38196195800265,396.76704079100455,fire,,1,[3.4025509589992],[3.4025549170037266],,,,,,,,,,,,,,,,,,,,,,,,chinmayeee,001,2023-11-28_18h33.50.306,experiment,2023.2.2,120.01068046606268,2023-11-28 18h33.59.756247 +0530,
fish, wage,400,,,,,0,0,0,0,,,,,,,,,,,,,0,2,2,7,,,,,396.77405216600164,,,,,,,,,,,,,,396.76744604099804,396.77405216600164,398.7710920410027,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.77110391599854,398.821500541002,398.87902004100033,399.3043832080002,399.36248100000375,399.40460204100236,399.4046184580002,399.4261797500003,399.4261797500003,399.4261797500003,399.4261797500003,403.117822375003,,fish,1,[3.7106270420044893],[3.7106305840061395],,,,,,,,,,,,,,,,,,,,,,,,chinmayeee,001,2023-11-28_18h33.50.306,experiment,2023.2.2,120.01068046606268,2023-11-28 18h33.59.756247 +0530,
fear, trip,400,,,,,0,0,0,0,,,,,,,,,,,,,0,3,3,2,,,,,403.124414291,,,,,,,,,,,,,,403.11824479100324,403.124414291,405.121294083001,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405.12130587499996,405.17175937499997,405.2290986250009,405.65450629100087,405.71226841599855,405.7546629999997,405.7546769160035,405.77471091600455,405.77471091600455,405.77471091600455,405.77471091600455,410.20197879100306,fear,,1,[4.4451869999975315],[4.445190375001403],,,,,,,,,,,,,,,,,,,,,,,,chinmayeee,001,2023-11-28_18h33.50.306,experiment,2023.2.2,120.01068046606268,2023-11-28 18h33.59.756247 +0530,
file, unit,400,,,,,0,0,0,0,,,,,,,,,,,,,0,4,4,3,,,,,410.20827466600167,,,,,,,,,,,,,,410.2023831250044,410.20827466600167,412.2047592910021,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,412.20477050000045,412.25537708299817,412.3122278330047,412.73800679099804,412.79632945800404,412.83859537500393,412.8386155410044,412.85974725000415,412.85974725000415,412.85974725000415,412.85974725000415,416.1618746250024,,file,1,[3.3209094580015517],[3.320913333001954],,,,,,,,,,,,,,,,,,,,,,,,chinmayeee,001,2023-11-28_18h33.50.306,experiment,2023.2.2,120.01068046606268,2023-11-28 18h33.59.756247 +0530,
banana,sprite,400,,,,,0,0,0,0,,,,,,,,,,,,,0,5,5,9,,,,,416.17156624999916,,,,,,,,,,,,,,416.16227762500057,416.17156624999916,418.1712003749999,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418.171210833003,418.2234175410049,418.27853891599807,418.69649012500304,418.75557724999817,418.7966501250048,418.7966696250005,418.81726341600006,418.81726341600006,418.81726341600006,418.81726341600006,426.56825987499906,,banana,1,[7.76923233299749],[7.769235749998188],,,,,,,,,,,,,,,,,,,,,,,,chinmayeee,001,2023-11-28_18h33.50.306,experiment,2023.2.2,120.01068046606268,2023-11-28 18h33.59.756247 +0530,
flag, wall,400,,,,,0,0,0,0,,,,,,,,,,,,,0,6,6,8,,,,,426.5747063750023,,,,,,,,,,,,,,426.56867229100317,426.5747063750023,428.5719822079991,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,428.57199420800316,428.62260645800416,428.6802461250045,429.1051540410044,429.16335187500226,429.20529412500036,429.2053103330036,429.22638525000366,429.22638525000366,429.22638525000366,429.22638525000366,433.34526541599917,flag,,1,[4.137495750001108],[4.137499250005931],,,,,,,,,,,,,,,,,,,,,,,,chinmayeee,001,2023-11-28_18h33.50.306,experiment,2023.2.2,120.01068046606268,2023-11-28 18h33.59.756247 +0530,
fire, vote,400,,,,,0,0,0,0,,,,,,,,,,,,,0,7,7,6,,,,,433.355296624999,,,,,,,,,,,,,,433.3456910410023,433.355296624999,435.34649454100145,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435.3465050829982,435.4054440830005,435.46295491600176,435.8807925830042,435.9389232079993,435.9801253750047,435.98014208300447,436.0005010829991,436.0005010829991,436.0005010829991,436.0005010829991,440.1687923330028,,fish,1,[4.186492167005781],[4.186495833004301],,,,,,,,,,,,,,,,,,,,,,,,chinmayeee,001,2023-11-28_18h33.50.306,experiment,2023.2.2,120.01068046606268,2023-11-28 18h33.59.756247 +0530,
film, user,400,,,,,0,0,0,0,,,,,,,,,,,,,0,8,8,4,,,,,440.17545091600186,,,,,,,,,,,,,,440.16924675000337,440.17545091600186,442.17222475000017,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442.17223583300074,442.2227936659983,442.2796812079978,442.70551137500297,442.76337924999825,442.8056994580038,442.8057135830022,442.82593137500226,442.82593137500226,442.82593137500226,442.82593137500226,445.3028183330025,,film,1,[2.4948289999956614],[2.4948327079982846],,,,,,,,,,,,,,,,,,,,,,,,chinmayeee,001,2023-11-28_18h33.50.306,experiment,2023.2.2,120.01068046606268,2023-11-28 18h33.59.756247 +0530,
farm, town,400,,,,,0,0,0,0,,,,,,,,,,,,,0,9,9,0,,,,,445.30915704100335,,,,,,,,,,,,,,445.3032534160011,445.30915704100335,447.3056216660043,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,447.3056312080007,447.3557842500013,447.4135495829978,447.8389287500031,447.8963950410034,447.93946783299907,447.9394847910007,447.9595973329997,447.9595973329997,447.9595973329997,447.9595973329997,450.87383970800147,,farm,1,[2.9319604999982403],[2.9319645409996156],,,,,,,,,,,,,,,,,,,,,,,,chinmayeee,001,2023-11-28_18h33.50.306,experiment,2023.2.2,120.01068046606268,2023-11-28 18h33.59.756247 +0530,
cards, field,600,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,2,450.88989479099837,,,,,,,,,,,,,,450.8828901250017,450.88989479099837,452.8802243750033,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,452.88023450000037,452.9306725409988,452.9893052500047,453.6225499580032,453.6725983330034,453.67261137500464,453.6962400410048,453.6962400410048,453.6962400410048,453.6962400410048,457.67899620800017,,card,1,[4.003165916998114],[4.003169417002937],,,,,,,,chinmayeee,001,2023-11-28_18h33.50.306,experiment,2023.2.2,120.01068046606268,2023-11-28 18h33.59.756247 +0530,
climb, thick,600,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,1,1,8,457.6892796250031,,,,,,,,,,,,,,457.67957620800007,457.6892796250031,459.6802557080009,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,459.6802695000006,459.73930079099955,459.7969549160043,460.4227816249986,460.47344608300045,460.47347037500003,460.4986032079978,460.4986032079978,460.4986032079978,460.4986032079978,466.0018724160036,,climb,1,[5.525333291996503],[5.525336917002278],460.4986032079978,,,,,,,chinmayeee,001,2023-11-28_18h33.50.306,experiment,2023.2.2,120.01068046606268,2023-11-28 18h33.59.756247 +0530,
candy, fever,600,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,2,2,1,466.0083932080015,,,,,,,,,,,,,,466.00230583300436,466.0083932080015,468.00633333300357,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,468.00634762499976,468.0562771660043,468.1140475409993,468.74763779099885,468.7977245830043,468.79774808300135,468.82141895800305,468.82141895800305,468.82141895800305,468.82141895800305,471.3792388330039,candy,,1,[2.57864920800057],[2.5786529160031932],468.82141895800305,,,,,,,chinmayeee,001,2023-11-28_18h33.50.306,experiment,2023.2.2,120.01068046606268,2023-11-28 18h33.59.756247 +0530,
carve, fork,600,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,3,3,3,471.38985229100217,,,,,,,,,,,,,,471.3796987500027,471.38985229100217,473.3805702500031,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,473.380582040998,473.4397094160013,473.49745062500006,474.1231931660004,474.1738640830008,474.17388529099844,474.19803887500166,474.19803887500166,474.19803887500166,474.19803887500166,476.56251787499787,cave,,1,[2.3858479999980773],[2.3858517089975066],474.19803887500166,,,,,,,chinmayeee,001,2023-11-28_18h33.50.306,experiment,2023.2.2,120.01068046606268,2023-11-28 18h33.59.756247 +0530,
chunk, stain,600,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,4,4,6,476.5731508750032,,,,,,,,,,,,,,476.56291800000326,476.5731508750032,478.56339058300364,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,478.5634027080014,478.62347141600185,478.68116466599895,479.3065030409998,479.3574187080012,479.3574395830001,479.3821115410028,479.3821115410028,479.3821115410028,479.3821115410028,482.1185298749988,chunk,,1,[2.758278082998004],[2.7582815409987234],479.3821115410028,,,,,,,chinmayeee,001,2023-11-28_18h33.50.306,experiment,2023.2.2,120.01068046606268,2023-11-28 18h33.59.756247 +0530,
cloth, tower,600,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,5,5,7,482.1397798329999,,,,,,,,,,,,,,482.11894770800427,482.1397798329999,484.12344345800375,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,484.12345820799965,484.1734002500016,484.2312894580027,484.865785957998,484.9145409999983,484.9145645000026,484.9380729580007,484.9380729580007,484.9380729580007,484.9380729580007,487.49615212500066,cloth,,1,[2.578744332997303],[2.578748124993581],484.9380729580007,,,,,,,chinmayeee,001,2023-11-28_18h33.50.306,experiment,2023.2.2,120.01068046606268,2023-11-28 18h33.59.756247 +0530,
cash, luck,600,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,6,6,0,487.5067793749986,,,,,,,,,,,,,,487.4965947910023,487.5067793749986,489.4979877910009,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489.4980025000041,489.55676195800334,489.614014083003,490.24054729100317,490.29125612499774,490.29127979100303,490.3147005830033,490.3147005830033,490.3147005830033,490.3147005830033,493.4696709999989,cash,,1,[3.175687625000137],[3.175691459000518],490.3147005830033,,,,,,,chinmayeee,001,2023-11-28_18h33.50.306,experiment,2023.2.2,120.01068046606268,2023-11-28 18h33.59.756247 +0530,
None,None,None,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,7,7,10,493.4760876250002,,,,,,,,,,,,,,493.47010387499904,493.4760876250002,495.47404904100404,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,495.4740610000008,495.5236238330035,495.5814756660038,496.21574500000133,496.2648330000011,496.2648574160048,496.2900398330021,496.2900398330021,496.2900398330021,496.2900398330021,503.6687118749978,"cash
",,1,[7.400956000004953],[7.4009597080003005],496.2900398330021,,,,,,,chinmayeee,001,2023-11-28_18h33.50.306,experiment,2023.2.2,120.01068046606268,2023-11-28 18h33.59.756247 +0530,
clock, toast,600,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,8,8,9,503.6751400830035,,,,,,,,,,,,,,503.66911754100147,503.6751400830035,505.6741859579997,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505.6741982500025,505.7239495829999,505.78164387500146,506.4165946659996,506.4650982079984,506.4651144579984,506.4890366660038,506.4890366660038,506.4890366660038,506.4890366660038,511.8960387910047,clock,toast,1,[5.427787708002143],[5.427791417001572],,,,,,,,chinmayeee,001,2023-11-28_18h33.50.306,experiment,2023.2.2,120.01068046606268,2023-11-28 18h33.59.756247 +0530,
