target1,target2,SOA,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,counter_balance.thisRepN,counter_balance.thisTrialN,counter_balance.thisN,counter_balance.thisIndex,trials_50ms.thisRepN,trials_50ms.thisTrialN,trials_50ms.thisN,trials_50ms.thisIndex,trials_100ms.thisRepN,trials_100ms.thisTrialN,trials_100ms.thisN,trials_100ms.thisIndex,trials_200ms.thisRepN,trials_200ms.thisTrialN,trials_200ms.thisN,trials_200ms.thisIndex,trials_400ms.thisRepN,trials_400ms.thisTrialN,trials_400ms.thisN,trials_400ms.thisIndex,trials_600ms.thisRepN,trials_600ms.thisTrialN,trials_600ms.thisN,trials_600ms.thisIndex,thisRow.t,notes,Instructions.started,key_instruct.started,Instructions.stopped,key_instruct.keys,key_instruct.rt,key_instruct.duration,practice_instructions.started,key_instruct_2.started,practice_instructions.stopped,key_instruct_2.keys,key_instruct_2.rt,key_instruct_2.duration,fixation.started,cross.started,fixation.stopped,practice.started,target_1.started,target_1.stopped,target_2.started,target_2.stopped,practice.stopped,practice_response.started,textbox.started,practice_response_instructions.started,textbox_2.started,button.started,practice_response.stopped,f1_accuracy,f2_accuracy,textbox.text,textbox_2.text,button.numClicks,button.timesOn,button.timesOff,cross.stopped,instructions_testphase.started,key_instruct_3.started,instructions_testphase.stopped,key_instruct_3.keys,key_instruct_3.rt,key_instruct_3.duration,countdown.started,text_countdown.started,countdown.stopped,fixation_2.started,cross_2.started,fixation_2.stopped,routine_1.started,target_14.started,target_14.stopped,target_15.started,target_15.stopped,routine_1.stopped,response.started,textbox_3.started,practice_response_instructions_2.started,textbox_4.started,button_2.started,response.stopped,textbox_3.text,textbox_4.text,button_2.numClicks,button_2.timesOn,button_2.timesOff,cross_2.stopped,fixation_100ms.started,cross_3.started,fixation_100ms.stopped,routine_2.started,target_16.started,target_16.stopped,target_17.started,target_17.stopped,routine_2.stopped,response_100ms.started,textbox_5.started,practice_response_instructions_3.started,textbox_6.started,button_3.started,response_100ms.stopped,textbox_5.text,textbox_6.text,button_3.numClicks,button_3.timesOn,button_3.timesOff,cross_3.stopped,routine_34.started,target_18.started,target_18.stopped,target_19.started,target_19.stopped,routine_34.stopped,response_200ms.started,textbox_7.started,practice_response_instructions_4.started,textbox_8.started,button_4.started,response_200ms.stopped,textbox_7.text,textbox_8.text,button_4.numClicks,button_4.timesOn,button_4.timesOff,routine_4.started,target_20.started,target_20.stopped,target_21.started,target_21.stopped,routine_4.stopped,response_400ms.started,textbox_9.started,practice_response_instructions_5.started,textbox_10.started,button_5.started,response_400ms.stopped,textbox_9.text,textbox_10.text,button_5.numClicks,button_5.timesOn,button_5.timesOff,routine_5.started,target_22.started,target_22.stopped,target_23.started,target_23.stopped,routine_5.stopped,response_600ms.started,textbox_11.started,practice_response_instructions_6.started,textbox_12.started,button_6.started,response_600ms.stopped,textbox_11.text,textbox_12.text,button_6.numClicks,button_6.timesOn,button_6.timesOff,thank_you.started,key_instruct_4.started,thank_you.stopped,key_instruct_4.keys,key_instruct_4.rt,key_instruct_4.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
dirt, snow,100,,,,,0,0,0,0,,,,,0,7,7,8,,,,,,,,,,,,,327.2799122080032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327.27381124999374,327.2799122080032,328.2725592909992,328.2725752910046,328.5450192080025,328.5940542079916,328.69494633299473,328.74445474999084,328.8957731249975,328.8957894579944,328.91320416599046,328.91320416599046,328.91320416599046,328.91320416599046,337.48327216599137,dirt,"snow
",1,[8.585764749994269],[8.585769041994354],328.28263795799285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44444,001,2023-11-29_15h01.27.696,experiment,2023.2.2,None,2023-11-29 15h01.43.712652 +0530,
desk, side,100,,,,,0,0,0,0,,,,,0,8,8,7,,,,,,,,,,,,,337.4947280829947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337.48370662500383,337.4947280829947,338.47943645800115,338.47945008300303,338.74529908299155,338.795785291004,338.9014338749985,338.94479287500144,339.105632915991,339.1056490409974,339.12290979099635,339.12290979099635,339.12290979099635,339.12290979099635,341.0579855830001,,,1,[1.9505642500007525],[1.9505682089948095],338.4900440409983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44444,001,2023-11-29_15h01.27.696,experiment,2023.2.2,None,2023-11-29 15h01.43.712652 +0530,
crow, ring,100,,,,,0,0,0,0,,,,,0,9,9,2,,,,,,,,,,,,,341.0646255409956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341.05839479099086,341.0646255409956,342.0529754579911,342.0529875409993,342.3186171249981,342.3608900410036,342.4791342499957,342.5284387499996,342.6786016249971,342.678618291,342.69516404099704,342.69516404099704,342.69516404099704,342.69516404099704,349.66266470799746,crow,ring,1,[6.982227500004228],[6.982231125002727],342.07883995799057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44444,001,2023-11-29_15h01.27.696,experiment,2023.2.2,None,2023-11-29 15h01.43.712652 +0530,
exit, team,200,,,,,0,0,0,0,,,,,,,,,0,0,0,5,,,,,,,,,349.67804099999194,,,,,,,,,,,,,,349.671809958003,349.67804099999194,351.6623477079993,,,,,,,,,,,,,1,0,,,,,,351.67472825000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351.6623611249961,351.8667536659923,351.91929666599026,352.13582645799033,352.1899676250032,352.27405783299764,352.27407441599644,352.3010617079999,352.3010617079999,352.3010617079999,352.3010617079999,358.11421499999415,exit,team,1,[5.8313898330088705],[5.831394583001384],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44444,001,2023-11-29_15h01.27.696,experiment,2023.2.2,None,2023-11-29 15h01.43.712652 +0530,
draw, stem,200,,,,,0,0,0,0,,,,,,,,,0,1,1,2,,,,,,,,,358.12919583299663,,,,,,,,,,,,,,358.11492604100204,358.12919583299663,360.11276879099023,,,,,,,,,,,,,1,0,,,,,,360.1241504579957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.1127847500029,360.318723999997,360.36152399999264,360.58590537500277,360.63624125000206,360.73604187500314,360.7360576659994,360.7534640410013,360.7534640410013,360.7534640410013,360.7534640410013,367.47334683299414,draw,stem,1,[6.735294666999835],[6.7352987920021405],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44444,001,2023-11-29_15h01.27.696,experiment,2023.2.2,None,2023-11-29 15h01.43.712652 +0530,
fair, tire,200,,,,,0,0,0,0,,,,,,,,,0,2,2,8,,,,,,,,,367.4791950409999,,,,,,,,,,,,,,367.47378316600225,367.4791950409999,369.4633460000041,,,,,,,,,,,,,1,0,,,,,,369.4745194999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369.4633579999936,369.6793187500007,369.7298149999988,369.94554045799305,369.9958269159979,370.09655295799894,370.0965714999911,370.11573933299223,370.11573933299223,370.11573933299223,370.11573933299223,377.640218207991,fair,tire,1,[7.541643500007922],[7.541647833000752],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44444,001,2023-11-29_15h01.27.696,experiment,2023.2.2,None,2023-11-29 15h01.43.712652 +0530,
earl, talk,200,,,,,0,0,0,0,,,,,,,,,0,3,3,4,,,,,,,,,377.6461691250006,,,,,,,,,,,,,,377.6407524160022,377.6461691250006,379.63048462499864,,,,,,,,,,,,,0,0,,,,,,379.64185266599816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379.6304988329939,379.8462159999908,379.89666166600364,380.11260741599835,380.1627972080023,380.2632371249929,380.2632552080031,380.28168866600026,380.28168866600026,380.28168866600026,380.28168866600026,387.64979887499067,ear,talk,1,[7.384665124991443],[7.384669124992797],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44444,001,2023-11-29_15h01.27.696,experiment,2023.2.2,None,2023-11-29 15h01.43.712652 +0530,
drop, stop,200,,,,,0,0,0,0,,,,,,,,,0,4,4,3,,,,,,,,,387.6625174159999,,,,,,,,,,,,,,387.6502311660006,387.6625174159999,389.6472349999967,,,,,,,,,,,,,1,0,,,,,,389.65869629099325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389.64724999999453,389.857330999992,389.901127249992,390.1180408329965,390.1697799160029,390.27422408299753,390.2742435830005,390.29404766600055,390.29404766600055,390.29404766600055,390.29404766600055,397.2176575409976,drop,stop,1,[6.941326582993497],[6.9413313749973895],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44444,001,2023-11-29_15h01.27.696,experiment,2023.2.2,None,2023-11-29 15h01.43.712652 +0530,
dose, soup,200,,,,,0,0,0,0,,,,,,,,,0,5,5,0,,,,,,,,,397.2300236250012,,,,,,,,,,,,,,397.2180904580018,397.2300236250012,399.21425816600095,,,,,,,,,,,,,1,0,,,,,,399.22480345799704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399.21427091599617,399.4198054159933,399.467926790996,399.6898017499916,399.7371801249974,399.83702612499474,399.8370442079904,399.85870825000165,399.85870825000165,399.85870825000165,399.85870825000165,407.4642303330038,dose,soup,1,[7.625165416000527],[7.625169665989233],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44444,001,2023-11-29_15h01.27.696,experiment,2023.2.2,None,2023-11-29 15h01.43.712652 +0530,
drag, star,200,,,,,0,0,0,0,,,,,,,,,0,6,6,1,,,,,,,,,407.47099845799676,,,,,,,,,,,,,,407.4647039160045,407.47099845799676,409.464186415993,,,,,,,,,,,,,1,0,,,,,,409.4748858749954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409.46419904100185,409.67030083299323,409.7308000829944,409.94191120799223,409.98742566599685,410.0869808330026,410.0869997080008,410.1089578329993,410.1089578329993,410.1089578329993,410.1089578329993,422.8307618749968,drag,star,1,[12.741742166006588],[12.741746416009846],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44444,001,2023-11-29_15h01.27.696,experiment,2023.2.2,None,2023-11-29 15h01.43.712652 +0530,
face, test,200,,,,,0,0,0,0,,,,,,,,,0,7,7,6,,,,,,,,,422.83725974999834,,,,,,,,,,,,,,422.83122258300136,422.83725974999834,424.8211981659988,,,,,,,,,,,,,1,0,,,,,,424.83430841600057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424.8212120410026,425.03652358299587,425.0868700830033,425.30410141599714,425.3581077080016,425.4417838329973,425.4418015830015,425.4819733750046,425.4819733750046,425.4819733750046,425.4819733750046,432.9246722079988,face,test,1,[7.459661624990986],[7.459665916001541],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44444,001,2023-11-29_15h01.27.696,experiment,2023.2.2,None,2023-11-29 15h01.43.712652 +0530,
fact, time,200,,,,,0,0,0,0,,,,,,,,,0,8,8,7,,,,,,,,,432.9306393750012,,,,,,,,,,,,,,432.92511087500316,432.9306393750012,434.9145039159921,,,,,,,,,,,,,1,0,,,,,,434.926205249998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434.9145166660019,435.13127454099595,435.1806859999924,435.39711295800225,435.44732749999093,435.5484255409974,435.5484425409959,435.56589366600383,435.56589366600383,435.56589366600383,435.56589366600383,441.1080532499909,fact,time,1,[5.557733374997042],[5.557737542010727],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44444,001,2023-11-29_15h01.27.696,experiment,2023.2.2,None,2023-11-29 15h01.43.712652 +0530,
fall, tour,200,,,,,0,0,0,0,,,,,,,,,0,9,9,9,,,,,,,,,441.11402916599764,,,,,,,,,,,,,,441.1084873749933,441.11402916599764,443.0979522909911,,,,,,,,,,,,,0,0,,,,,,443.10901866600034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,443.0979667079955,443.31430874999205,443.36332004099677,443.5806415830011,443.63138858300226,443.7316874579992,443.7317067499971,443.74964645800355,443.74964645800355,443.74964645800355,443.74964645800355,452.09183633299835,four,talk,1,[8.358137083007023],[8.358141125005204],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44444,001,2023-11-29_15h01.27.696,experiment,2023.2.2,None,2023-11-29 15h01.43.712652 +0530,
banana,sprite,400,,,,,0,0,0,0,,,,,,,,,,,,,0,0,0,9,,,,,452.1071350409911,,,,,,,,,,,,,,452.10023266599455,452.1071350409911,454.0979646249907,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454.0979746660014,454.1484056659974,454.2144564999908,454.61375950000365,454.66457141599676,454.87127487499674,454.87128937499074,454.89288866599964,454.89288866599964,454.89288866599964,454.89288866599964,459.55953112499265,banana,sprite,1,[4.685884040998644],[4.685888457999681],,,,,,,,,,,,,,,,,,,,,,,,44444,001,2023-11-29_15h01.27.696,experiment,2023.2.2,None,2023-11-29 15h01.43.712652 +0530,
farm, town,400,,,,,0,0,0,0,,,,,,,,,,,,,0,1,1,0,,,,,459.5808176249993,,,,,,,,,,,,,,459.56016387499403,459.5808176249993,461.5653020829923,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,461.565314624997,461.60843462499906,461.6549425830017,462.08783641600166,462.1386541660031,462.33791733300313,462.33793912499095,462.3656012499996,462.3656012499996,462.3656012499996,462.3656012499996,470.00946141600434,farm,town,1,[7.661103375008679],[7.6611078749992885],,,,,,,,,,,,,,,,,,,,,,,,44444,001,2023-11-29_15h01.27.696,experiment,2023.2.2,None,2023-11-29 15h01.43.712652 +0530,
fire, vote,400,,,,,0,0,0,0,,,,,,,,,,,,,0,2,2,6,,,,,470.0312299159996,,,,,,,,,,,,,,470.00993462499173,470.0312299159996,472.0144854999962,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472.01450074999593,472.05665091599803,472.109184749992,472.5311054999911,472.5815452079987,472.78763716599497,472.78765583300265,472.8168592909933,472.8168592909933,472.8168592909933,472.8168592909933,480.21908379100205,fair,vote,1,[7.419568875004188],[7.4195732079970185],,,,,,,,,,,,,,,,,,,,,,,,44444,001,2023-11-29_15h01.27.696,experiment,2023.2.2,None,2023-11-29 15h01.43.712652 +0530,
fate, tree,400,,,,,0,0,0,0,,,,,,,,,,,,,0,3,3,1,,,,,480.2318982500001,,,,,,,,,,,,,,480.21951412499766,480.2318982500001,482.21628449999844,,,,,,,,,,,,,0,0,,,,,,482.22791320800025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,482.2163082909974,482.2751100829919,482.3218098329962,482.7386828329909,482.781569083003,482.9987086250039,482.9987267079996,483.0169984999957,483.0169984999957,483.0169984999957,483.0169984999957,489.7584474579926,fast,tree,1,[6.757253875010065],[6.757258124998771],,,,,,,,,,,,,,,,,,,,,,,,44444,001,2023-11-29_15h01.27.696,experiment,2023.2.2,None,2023-11-29 15h01.43.712652 +0530,
fish, wage,400,,,,,0,0,0,0,,,,,,,,,,,,,0,4,4,7,,,,,489.76410845799546,,,,,,,,,,,,,,489.75890529100434,489.76410845799546,491.74912283300364,,,,,,,,,,,,,0,0,,,,,,491.7602795409912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,491.74913529100013,491.8053002079978,491.8588448329974,492.28124137499253,492.3318087499938,492.53864116600016,492.5386612500006,492.5573799999984,492.5573799999984,492.5573799999984,492.5573799999984,498.17659291600285,fish,wage,1,[5.6358798340079375],[5.635884083996643],,,,,,,,,,,,,,,,,,,,,,,,44444,001,2023-11-29_15h01.27.696,experiment,2023.2.2,None,2023-11-29 15h01.43.712652 +0530,
flag, wall,400,,,,,0,0,0,0,,,,,,,,,,,,,0,5,5,8,,,,,498.1822526659962,,,,,,,,,,,,,,498.177086583004,498.1822526659962,500.16550604099757,,,,,,,,,,,,,0,0,,,,,,500.17817395800375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500.1655234159989,500.221778207997,500.2755625830032,500.6986287079926,500.7487283329974,500.95611879100034,500.9561357499915,500.97390862499014,500.97390862499014,500.97390862499014,500.97390862499014,511.7836457910016,flag,wall,1,[10.82530329200381],[10.825308042010874],,,,,,,,,,,,,,,,,,,,,,,,44444,001,2023-11-29_15h01.27.696,experiment,2023.2.2,None,2023-11-29 15h01.43.712652 +0530,
film, user,400,,,,,0,0,0,0,,,,,,,,,,,,,0,6,6,4,,,,,511.79938166600186,,,,,,,,,,,,,,511.7841283329908,511.79938166600186,513.7839420829987,,,,,,,,,,,,,0,0,,,,,,513.7955102080014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,513.7839573749952,513.8319836659939,513.8831432080042,514.3163488749997,514.3663552079961,514.5671560000046,514.5671768329921,514.5884390830033,514.5884390830033,514.5884390830033,514.5884390830033,524.5362444999919,film,user,1,[9.966926749999402],[9.966930708003929],,,,,,,,,,,,,,,,,,,,,,,,44444,001,2023-11-29_15h01.27.696,experiment,2023.2.2,None,2023-11-29 15h01.43.712652 +0530,
file, unit,400,,,,,0,0,0,0,,,,,,,,,,,,,0,7,7,3,,,,,524.5495086659939,,,,,,,,,,,,,,524.5366647499905,524.5495086659939,526.5338361250033,,,,,,,,,,,,,0,0,,,,,,526.545599916004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,526.5338508330024,526.5826007080032,526.6331429580023,527.0562131250044,527.108680624995,527.316900165999,527.3169200830016,527.3354248329997,527.3354248329997,527.3354248329997,527.3354248329997,534.0874558749929,file,unit,1,[6.768591458006995],[6.768595458008349],,,,,,,,,,,,,,,,,,,,,,,,44444,001,2023-11-29_15h01.27.696,experiment,2023.2.2,None,2023-11-29 15h01.43.712652 +0530,
fine, view,400,,,,,0,0,0,0,,,,,,,,,,,,,0,8,8,5,,,,,534.0990743750008,,,,,,,,,,,,,,534.087864000001,534.0990743750008,536.08342825,,,,,,,,,,,,,0,0,,,,,,536.0958120409923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536.0834421659965,536.1397105829965,536.1941424160032,536.6167952910037,536.6657329579903,536.8617789580021,536.8617992079962,536.8861712910002,536.8861712910002,536.8861712910002,536.8861712910002,543.4439154159918,fine,view,1,[6.573961583999335],[6.573965750008938],,,,,,,,,,,,,,,,,,,,,,,,44444,001,2023-11-29_15h01.27.696,experiment,2023.2.2,None,2023-11-29 15h01.43.712652 +0530,
fear, trip,400,,,,,0,0,0,0,,,,,,,,,,,,,0,9,9,2,,,,,543.449531833001,,,,,,,,,,,,,,543.4443519999913,543.449531833001,545.4336529580032,,,,,,,,,,,,,0,0,,,,,,545.4450849999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,545.4336692499928,545.4894362909981,545.5332277499983,545.9733869579941,546.0274827079993,546.2236265410029,546.2236462909932,546.2420429999911,546.2420429999911,546.2420429999911,546.2420429999911,553.3439843749948,fear,trip,1,[7.118332750003901],[7.118336707993876],,,,,,,,,,,,,,,,,,,,,,,,44444,001,2023-11-29_15h01.27.696,experiment,2023.2.2,None,2023-11-29 15h01.43.712652 +0530,
clock, toast,600,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,9,553.3584783749975,,,,,,,,,,,,,,553.3527108749986,553.3584783749975,555.350070540997,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,555.3500840829947,555.3918240409985,555.443978041003,556.0832989999908,556.1335821249959,556.3340928329999,556.3341126659943,556.3660759579943,556.3660759579943,556.3660759579943,556.3660759579943,575.0114918750041,,toast,1,[18.66613620799035],[18.666139999986626],,,,,,,44444,001,2023-11-29_15h01.27.696,experiment,2023.2.2,None,2023-11-29 15h01.43.712652 +0530,
cash, luck,600,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,1,1,0,575.0168824159919,,,,,,,,,,,,,,575.0121291660034,575.0168824159919,577.0012406659953,,,,,,,,,,,,,1,0,,,,,,577.0131410829927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,577.0012603749929,577.0573477909929,577.0995197500015,577.7506273750041,577.8007761250046,578.001373416002,578.0013977909985,578.0315140829916,578.0315140829916,578.0315140829916,578.0315140829916,586.1290915409918,cash,,1,[8.116255792003358],[8.116260250011692],,,,,,,44444,001,2023-11-29_15h01.27.696,experiment,2023.2.2,None,2023-11-29 15h01.43.712652 +0530,
cloth, tower,600,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,2,2,7,586.1341500409908,,,,,,,,,,,,,,586.1295307499968,586.1341500409908,588.1186781659926,,,,,,,,,,,,,1,0,,,,,,588.1315267500031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,588.1186974159937,588.1776267079986,588.2239198329917,588.8678092909977,588.9171563749987,589.1186347500043,589.1186581660004,589.1455405000015,589.1455405000015,589.1455405000015,589.1455405000015,594.7104838329979,cloth,tower,1,[5.583672958993702],[5.5836770000023535],,,,,,,44444,001,2023-11-29_15h01.27.696,experiment,2023.2.2,None,2023-11-29 15h01.43.712652 +0530,
cards, field,600,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,3,3,2,594.7173659160035,,,,,,,,,,,,,,594.7110738329939,594.7173659160035,596.7020487499976,,,,,,,,,,,,,0,0,,,,,,596.7141987499926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,596.7020642080024,596.7617980829964,596.8080369579984,597.4514617079985,597.5009477499989,597.7021398329962,597.7021651660034,597.7224255409965,597.7224255409965,597.7224255409965,597.7224255409965,603.6788153749949,card,field,1,[5.974402333013131],[5.974406749999616],,,,,,,44444,001,2023-11-29_15h01.27.696,experiment,2023.2.2,None,2023-11-29 15h01.43.712652 +0530,
candy, fever,600,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,4,4,1,603.6840380829963,,,,,,,,,,,,,,603.6792561659968,603.6840380829963,605.668508666,,,,,,,,,,,,,1,0,,,,,,605.6802603749966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,605.6685251250019,605.7239414999931,605.7673517499934,606.4178279579937,606.468146625004,606.6687531249918,606.6687817909988,606.6987433750037,606.6987433750037,606.6987433750037,606.6987433750037,613.6057271659956,candy,fever,1,[6.925238292009453],[6.925242500001332],,,,,,,44444,001,2023-11-29_15h01.27.696,experiment,2023.2.2,None,2023-11-29 15h01.43.712652 +0530,
chunk, stain,600,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,5,5,6,613.6179731250013,,,,,,,,,,,,,,613.6061372910044,613.6179731250013,615.6042486660008,,,,,,,,,,,,,1,0,,,,,,615.6179273329908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,615.6042647909926,615.6577854579955,615.7082440829981,616.3464324579982,616.391842165991,616.5961895410001,616.5962109160027,616.621234374994,616.621234374994,616.621234374994,616.621234374994,622.6460371659923,chunk,stain,1,[6.041363000011188],[6.04136699999799],,,,,,,44444,001,2023-11-29_15h01.27.696,experiment,2023.2.2,None,2023-11-29 15h01.43.712652 +0530,
None,None,None,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,6,6,10,622.6512587909965,,,,,,,,,,,,,,622.6465150830045,622.6512587909965,624.6361987909913,,,,,,,,,,,,,0,0,,,,,,624.6494628329965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,624.6362181659933,624.7020679159905,624.7511700000032,625.3853425409907,625.4356419999967,625.6360937909922,625.6361151659949,625.6612834160042,625.6612834160042,625.6612834160042,625.6612834160042,631.9626754999917,chunk,stain,1,[6.318528208008502],[6.31853275001049],,,,,,,44444,001,2023-11-29_15h01.27.696,experiment,2023.2.2,None,2023-11-29 15h01.43.712652 +0530,
chirp, spoon,600,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,7,7,5,631.9680906249996,,,,,,,,,,,,,,631.9631145000021,631.9680906249996,633.9526783750043,,,,,,,,,,,,,1,0,,,,,,633.9650111660012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,633.9526995409979,634.0121496249922,634.0583303750027,634.7022317499941,634.7516656249936,634.9531182909996,634.9531389999902,634.9794630410033,634.9794630410033,634.9794630410033,634.9794630410033,642.271095707998,chirp,spoon,1,[7.309658083002432],[7.309662833009497],,,,,,,44444,001,2023-11-29_15h01.27.696,experiment,2023.2.2,None,2023-11-29 15h01.43.712652 +0530,
child, party,600,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,8,8,4,642.2847010410042,,,,,,,,,,,,,,642.2715655829961,642.2847010410042,644.2690512909903,,,,,,,,,,,,,1,0,,,,,,644.2812711659935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,644.2690691659955,644.3180249580037,644.3690988750022,645.0120737910038,645.0587117499963,645.2636551659962,645.2636769579985,645.2834597500041,645.2834597500041,645.2834597500041,645.2834597500041,650.869681790995,child,party,1,[5.603717500009225],[5.6037217500124825],,,,,,,44444,001,2023-11-29_15h01.27.696,experiment,2023.2.2,None,2023-11-29 15h01.43.712652 +0530,
