target1,target2,SOA,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,counter_balance.thisRepN,counter_balance.thisTrialN,counter_balance.thisN,counter_balance.thisIndex,trials_50ms.thisRepN,trials_50ms.thisTrialN,trials_50ms.thisN,trials_50ms.thisIndex,trials_100ms.thisRepN,trials_100ms.thisTrialN,trials_100ms.thisN,trials_100ms.thisIndex,trials_200ms.thisRepN,trials_200ms.thisTrialN,trials_200ms.thisN,trials_200ms.thisIndex,trials_400ms.thisRepN,trials_400ms.thisTrialN,trials_400ms.thisN,trials_400ms.thisIndex,trials_600ms.thisRepN,trials_600ms.thisTrialN,trials_600ms.thisN,trials_600ms.thisIndex,thisRow.t,notes,Instructions.started,key_instruct.started,Instructions.stopped,key_instruct.keys,key_instruct.rt,key_instruct.duration,practice_instructions.started,key_instruct_2.started,practice_instructions.stopped,key_instruct_2.keys,key_instruct_2.rt,key_instruct_2.duration,fixation.started,cross.started,fixation.stopped,practice.started,target_1.started,target_1.stopped,target_2.started,target_2.stopped,practice.stopped,practice_response.started,textbox.started,practice_response_instructions.started,textbox_2.started,button.started,practice_response.stopped,f1_accuracy,f2_accuracy,textbox.text,textbox_2.text,button.numClicks,button.timesOn,button.timesOff,cross.stopped,instructions_testphase.started,key_instruct_3.started,instructions_testphase.stopped,key_instruct_3.keys,key_instruct_3.rt,key_instruct_3.duration,countdown.started,text_countdown.started,countdown.stopped,fixation_2.started,cross_2.started,fixation_2.stopped,routine_1.started,target_14.started,target_14.stopped,target_15.started,target_15.stopped,routine_1.stopped,response.started,textbox_3.started,practice_response_instructions_2.started,textbox_4.started,button_2.started,response.stopped,textbox_3.text,textbox_4.text,button_2.numClicks,button_2.timesOn,button_2.timesOff,cross_2.stopped,fixation_100ms.started,cross_3.started,fixation_100ms.stopped,routine_2.started,target_16.started,target_16.stopped,target_17.started,target_17.stopped,routine_2.stopped,response_100ms.started,textbox_5.started,practice_response_instructions_3.started,textbox_6.started,button_3.started,response_100ms.stopped,textbox_5.text,textbox_6.text,button_3.numClicks,button_3.timesOn,button_3.timesOff,cross_3.stopped,routine_34.started,target_18.started,target_18.stopped,target_19.started,target_19.stopped,routine_34.stopped,response_200ms.started,textbox_7.started,practice_response_instructions_4.started,textbox_8.started,button_4.started,response_200ms.stopped,textbox_7.text,textbox_8.text,button_4.numClicks,button_4.timesOn,button_4.timesOff,routine_4.started,target_20.started,target_20.stopped,target_21.started,target_21.stopped,routine_4.stopped,response_400ms.started,textbox_9.started,practice_response_instructions_5.started,textbox_10.started,button_5.started,response_400ms.stopped,textbox_9.text,textbox_10.text,button_5.numClicks,button_5.timesOn,button_5.timesOff,routine_5.started,target_22.started,target_22.stopped,target_23.started,target_23.stopped,routine_5.stopped,response_600ms.started,textbox_11.started,practice_response_instructions_6.started,textbox_12.started,button_6.started,response_600ms.stopped,textbox_11.text,textbox_12.text,button_6.numClicks,button_6.timesOn,button_6.timesOff,thank_you.started,key_instruct_4.started,thank_you.stopped,key_instruct_4.keys,key_instruct_4.rt,key_instruct_4.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
doll, song,100,,,,,0,0,0,0,,,,,0,7,7,9,,,,,,,,,,,,,355.7648651670024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355.7585775000043,355.7648651670024,356.7533533329988,356.7533663750073,357.019983457998,357.0695144170022,357.17971658300667,357.22922929200286,357.3796258329967,357.37964062500396,357.39662420800596,357.39662420800596,357.39662420800596,357.39662420800596,363.95152674999554,doll,,1,[6.570066125001176],[6.570070000001579],356.7793900830002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vidhi,001,2023-11-29_14h29.14.921,experiment,2023.2.2,None,2023-11-29 14h29.25.496038 +0530,
cost, pork,100,,,,,0,0,0,0,,,,,0,8,8,0,,,,,,,,,,,,,363.9632425830059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363.9519325000001,363.9632425830059,364.94646975000796,364.94648083300854,365.2127221670089,365.2630569580069,365.3695017919963,365.42018991700024,365.5701694169984,365.57018870800675,365.5944799169956,365.5944799169956,365.5944799169956,365.5944799169956,376.80845037499967,cost,pond,1,[11.228239624993876],[11.228243334000581],364.9573972920043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vidhi,001,2023-11-29_14h29.14.921,experiment,2023.2.2,None,2023-11-29 14h29.25.496038 +0530,
debt, show,100,,,,,0,0,0,0,,,,,0,9,9,6,,,,,,,,,,,,,376.815319500005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376.8088733330078,376.815319500005,377.80343008300406,377.8034422080091,378.07027833300526,378.12067150000075,378.23031858300965,378.2803011250071,378.4301317500067,378.43014529200445,378.4461349170015,378.4461349170015,378.4461349170015,378.4461349170015,379.44875666699954,,,1,[1.0163516249886015],[1.016356124993763],377.8134589580004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vidhi,001,2023-11-29_14h29.14.921,experiment,2023.2.2,None,2023-11-29 14h29.25.496038 +0530,
fall, tour,200,,,,,0,0,0,0,,,,,,,,,0,0,0,9,,,,,,,,,379.4650234169967,,,,,,,,,,,,,,379.4581737499975,379.4650234169967,381.45315425000445,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381.4531696250051,381.6533475420001,381.70413537499553,381.92010258299706,381.9699750419968,382.0702599579963,382.070275917009,382.0888131249958,382.0888131249958,382.0888131249958,382.0888131249958,398.2354033750016,fall,,1,[16.162995916994987],[16.162999874999514],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vidhi,001,2023-11-29_14h29.14.921,experiment,2023.2.2,None,2023-11-29 14h29.25.496038 +0530,
face, test,200,,,,,0,0,0,0,,,,,,,,,0,1,1,6,,,,,,,,,398.24701341699983,,,,,,,,,,,,,,398.23598754200793,398.24701341699983,400.2308146669966,,,,,,,,,,,,,1,0,,,,,,400.2423645420058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400.2308265000029,400.43740645800426,400.48709974999656,400.70414800000435,400.75300425000023,400.8544442499988,400.8544663329958,400.8808791670017,400.8808791670017,400.8808791670017,400.8808791670017,409.4762600420072,face,,1,[8.611795042001177],[8.61179858399555],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vidhi,001,2023-11-29_14h29.14.921,experiment,2023.2.2,None,2023-11-29 14h29.25.496038 +0530,
draw, stem,200,,,,,0,0,0,0,,,,,,,,,0,2,2,2,,,,,,,,,409.4830194170063,,,,,,,,,,,,,,409.4766969580087,409.4830194170063,411.4711077079992,,,,,,,,,,,,,1,0,,,,,,411.48262212499685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411.4711210000096,411.6875720829994,411.737255458007,411.94717720799963,411.9976569999999,412.09773275000043,412.0977482080052,412.1162159170053,412.1162159170053,412.1162159170053,412.1162159170053,422.5764592500054,draw,stem,1,[10.476757915996131],[10.476762332997168],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vidhi,001,2023-11-29_14h29.14.921,experiment,2023.2.2,None,2023-11-29 14h29.25.496038 +0530,
drop, stop,200,,,,,0,0,0,0,,,,,,,,,0,3,3,3,,,,,,,,,422.58294937500614,,,,,,,,,,,,,,422.5769108749955,422.58294937500614,424.5715269170032,,,,,,,,,,,,,1,0,,,,,,424.5829966250021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424.5715380000038,424.7879807499994,424.8379381249979,425.0476585419965,425.0980017920083,425.1980578750081,425.1980717920087,425.2154264580022,425.2154264580022,425.2154264580022,425.2154264580022,431.8592445420072,drop,,1,[6.659223708003992],[6.659227708005346],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vidhi,001,2023-11-29_14h29.14.921,experiment,2023.2.2,None,2023-11-29 14h29.25.496038 +0530,
dose, soup,200,,,,,0,0,0,0,,,,,,,,,0,4,4,0,,,,,,,,,431.8666312080022,,,,,,,,,,,,,,431.85967495800287,431.8666312080022,433.85501737499726,,,,,,,,,,,,,0,0,,,,,,433.8665438750031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,433.855031708008,434.06433745799586,434.11464858299587,434.33101241700933,434.38161670800764,434.4818304579967,434.4818455420027,434.49976995799807,434.49976995799807,434.49976995799807,434.49976995799807,447.4274999580084,dove,soap,1,[12.943671625005663],[12.943675290996907],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vidhi,001,2023-11-29_14h29.14.921,experiment,2023.2.2,None,2023-11-29 14h29.25.496038 +0530,
drag, star,200,,,,,0,0,0,0,,,,,,,,,0,5,5,1,,,,,,,,,447.43350700000883,,,,,,,,,,,,,,447.4279322920047,447.43350700000883,449.4224175420095,,,,,,,,,,,,,1,0,,,,,,449.4339440830081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449.42243400000734,449.6381667920068,449.68742508300056,449.8980687500007,449.94801195799664,450.0485450420092,450.04855916700035,450.0671009170037,450.0671009170037,450.0671009170037,450.0671009170037,460.0693009579991,drag,star,1,[10.018784833009704],[10.01878891600063],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vidhi,001,2023-11-29_14h29.14.921,experiment,2023.2.2,None,2023-11-29 14h29.25.496038 +0530,
fair, tire,200,,,,,0,0,0,0,,,,,,,,,0,6,6,8,,,,,,,,,460.08176875000936,,,,,,,,,,,,,,460.0697100420075,460.08176875000936,462.06542837500456,,,,,,,,,,,,,1,0,,,,,,462.0765507920005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,462.06543995800894,462.27196512500814,462.3214113330032,462.53811799999676,462.58872641700145,462.68984950000595,462.6898682080064,462.70758929199656,462.70758929199656,462.70758929199656,462.70758929199656,470.56063979200553,fair,tide,1,[7.8687789579998935],[7.868783540994627],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vidhi,001,2023-11-29_14h29.14.921,experiment,2023.2.2,None,2023-11-29 14h29.25.496038 +0530,
exit, team,200,,,,,0,0,0,0,,,,,,,,,0,7,7,5,,,,,,,,,470.56726891700237,,,,,,,,,,,,,,470.56107516700285,470.56726891700237,472.55610608300776,,,,,,,,,,,,,1,0,,,,,,472.5681256670068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472.55611983299605,472.76524120800605,472.815711999996,473.03219199999876,473.08238916700066,473.1825163750036,473.1825310419954,473.2001185830013,473.2001185830013,473.2001185830013,473.2001185830013,485.6448156670085,exit,team,1,[12.4603057080094],[12.460309125002823],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vidhi,001,2023-11-29_14h29.14.921,experiment,2023.2.2,None,2023-11-29 14h29.25.496038 +0530,
fact, time,200,,,,,0,0,0,0,,,,,,,,,0,8,8,7,,,,,,,,,485.65131516700785,,,,,,,,,,,,,,485.6452509170049,485.65131516700785,487.63989062499604,,,,,,,,,,,,,1,0,,,,,,487.6512240830052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487.63990095800546,487.8564862080093,487.90601287499885,488.1155802919966,488.1662030830048,488.2667615829996,488.26677654200466,488.2845555420063,488.2845555420063,488.2845555420063,488.2845555420063,499.07071562499914,fact,time,1,[10.80198154199752],[10.801985541998874],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vidhi,001,2023-11-29_14h29.14.921,experiment,2023.2.2,None,2023-11-29 14h29.25.496038 +0530,
earl, talk,200,,,,,0,0,0,0,,,,,,,,,0,9,9,4,,,,,,,,,499.0827660829964,,,,,,,,,,,,,,499.07111662499665,499.0827660829964,501.0665093330026,,,,,,,,,,,,,0,0,,,,,,501.07772054200177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,501.0665200420044,501.2721129170095,501.32262958299543,501.5394757920003,501.58905841699743,501.6900797499984,501.69009770800767,501.70859833300347,501.70859833300347,501.70859833300347,501.70859833300347,514.104322041996,ear,talk,1,[12.412261916993884],[12.412265708000632],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vidhi,001,2023-11-29_14h29.14.921,experiment,2023.2.2,None,2023-11-29 14h29.25.496038 +0530,
fish, wage,400,,,,,0,0,0,0,,,,,,,,,,,,,0,0,0,7,,,,,514.1184180830023,,,,,,,,,,,,,,514.1120811250003,514.1184180830023,516.1067771250091,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,516.1067922920047,516.1495265830017,516.2001420830056,516.6332441670093,516.6828771669971,516.883877500004,516.8838922080031,516.9047826250026,516.9047826250026,516.9047826250026,516.9047826250026,523.6116015419975,fish,wage,1,[6.725147124991054],[6.725151165999705],,,,,,,,,,,,,,,,,,,,,,,,vidhi,001,2023-11-29_14h29.14.921,experiment,2023.2.2,None,2023-11-29 14h29.25.496038 +0530,
film, user,400,,,,,0,0,0,0,,,,,,,,,,,,,0,1,1,4,,,,,523.6180482920026,,,,,,,,,,,,,,523.6122257920069,523.6180482920026,525.607573375004,,,,,,,,,,,,,0,0,,,,,,525.6193957500072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525.6075863330043,525.6572807500052,525.7067860829993,526.1406807919993,526.1908333330066,526.3905103330035,526.3905277080048,526.4097556250053,526.4097556250053,526.4097556250053,526.4097556250053,537.9548835419992,film,user,1,[11.562178499996662],[11.56218274999992],,,,,,,,,,,,,,,,,,,,,,,,vidhi,001,2023-11-29_14h29.14.921,experiment,2023.2.2,None,2023-11-29 14h29.25.496038 +0530,
flag, wall,400,,,,,0,0,0,0,,,,,,,,,,,,,0,2,2,8,,,,,537.9668115420063,,,,,,,,,,,,,,537.9553105000086,537.9668115420063,539.9509488750045,,,,,,,,,,,,,0,0,,,,,,539.9627755830006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539.9509644579957,540.000094832998,540.0506081670028,540.4836886670091,540.5334677920036,540.7340380829992,540.7340558750002,540.753694125,540.753694125,540.753694125,540.753694125,554.0221904579957,flag,wall,1,[13.28598679100105],[13.285990791002405],,,,,,,,,,,,,,,,,,,,,,,,vidhi,001,2023-11-29_14h29.14.921,experiment,2023.2.2,None,2023-11-29 14h29.25.496038 +0530,
fire, vote,400,,,,,0,0,0,0,,,,,,,,,,,,,0,3,3,6,,,,,554.0332599579997,,,,,,,,,,,,,,554.0226574170083,554.0332599579997,556.0177409580065,,,,,,,,,,,,,0,0,,,,,,556.0293059579999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,556.0177540419973,556.0738311669993,556.1243263329961,556.5510060000088,556.6005260420061,556.8014012080093,556.801420542004,556.8214346669993,556.8214346669993,556.8214346669993,556.8214346669993,564.0220293750026,fire,vote,1,[7.218186833008076],[7.218190791012603],,,,,,,,,,,,,,,,,,,,,,,,vidhi,001,2023-11-29_14h29.14.921,experiment,2023.2.2,None,2023-11-29 14h29.25.496038 +0530,
fear, trip,400,,,,,0,0,0,0,,,,,,,,,,,,,0,4,4,2,,,,,564.0341996250063,,,,,,,,,,,,,,564.0224315829983,564.0341996250063,566.0186841670075,,,,,,,,,,,,,0,0,,,,,,566.0306722920068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,566.0186995420081,566.0674347500026,566.1179229170084,566.5512811250082,566.6007243750064,566.8015789170022,566.8015961250057,566.8214190419967,566.8214190419967,566.8214190419967,566.8214190419967,576.9628785420064,fear,trip,1,[10.159067000000505],[10.159070624999003],,,,,,,,,,,,,,,,,,,,,,,,vidhi,001,2023-11-29_14h29.14.921,experiment,2023.2.2,None,2023-11-29 14h29.25.496038 +0530,
fate, tree,400,,,,,0,0,0,0,,,,,,,,,,,,,0,5,5,1,,,,,576.9697734579968,,,,,,,,,,,,,,576.9633183330006,576.9697734579968,578.9582166250038,,,,,,,,,,,,,0,0,,,,,,578.970570000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,578.9582326670061,579.0082956670085,579.058443832997,579.4917467500054,579.5418101670075,579.7417295830091,579.7417474999966,579.761586958004,579.761586958004,579.761586958004,579.761586958004,587.5300538750016,fate,tree,1,[7.78613216598751],[7.786135915986961],,,,,,,,,,,,,,,,,,,,,,,,vidhi,001,2023-11-29_14h29.14.921,experiment,2023.2.2,None,2023-11-29 14h29.25.496038 +0530,
file, unit,400,,,,,0,0,0,0,,,,,,,,,,,,,0,6,6,3,,,,,587.5361895829992,,,,,,,,,,,,,,587.5305020829983,587.5361895829992,589.5255431670084,,,,,,,,,,,,,0,0,,,,,,589.5376336670015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,589.5255741250003,589.5756330000004,589.6250024580077,590.0584906669974,590.1085293750075,590.308716917003,590.3087353750016,590.3282600829989,590.3282600829989,590.3282600829989,590.3282600829989,596.5798028749996,file,unit,1,[6.268812375012203],[6.2688162500126055],,,,,,,,,,,,,,,,,,,,,,,,vidhi,001,2023-11-29_14h29.14.921,experiment,2023.2.2,None,2023-11-29 14h29.25.496038 +0530,
fine, view,400,,,,,0,0,0,0,,,,,,,,,,,,,0,7,7,5,,,,,596.6011249580042,,,,,,,,,,,,,,596.580234167006,596.6011249580042,598.5848404169956,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,598.5848511250078,598.6260734579992,598.6751943330019,599.1086795830051,599.1584957080049,599.3589208750054,599.3589540420071,599.3777430000046,599.3777430000046,599.3777430000046,599.3777430000046,607.3137919169967,fine,view,1,[7.952626500002225],[7.952630542000406],,,,,,,,,,,,,,,,,,,,,,,,vidhi,001,2023-11-29_14h29.14.921,experiment,2023.2.2,None,2023-11-29 14h29.25.496038 +0530,
banana,sprite,400,,,,,0,0,0,0,,,,,,,,,,,,,0,8,8,9,,,,,607.3201307080017,,,,,,,,,,,,,,607.3142504169955,607.3201307080017,609.3088109999953,,,,,,,,,,,,,0,0,,,,,,609.320949083005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,609.3088241670048,609.3594497919985,609.4088411249977,609.8428059169964,609.8921513329988,610.0925873329979,610.0926056669996,610.1124339170055,610.1124339170055,610.1124339170055,610.1124339170055,619.9628344170051,back,spirit,1,[9.867981124989456],[9.86798541698954],,,,,,,,,,,,,,,,,,,,,,,,vidhi,001,2023-11-29_14h29.14.921,experiment,2023.2.2,None,2023-11-29 14h29.25.496038 +0530,
farm, town,400,,,,,0,0,0,0,,,,,,,,,,,,,0,9,9,0,,,,,619.9686982919957,,,,,,,,,,,,,,619.9632716670021,619.9686982919957,621.9526005420048,,,,,,,,,,,,,0,0,,,,,,621.9644835000072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,621.9526133330073,622.0084895420005,622.0593462079996,622.4853264999983,622.5355837079987,622.7432100419974,622.7432309169963,622.763415333,622.763415333,622.763415333,622.763415333,629.7532518329972,farm,town,1,[7.007591041998239],[7.007594875001814],,,,,,,,,,,,,,,,,,,,,,,,vidhi,001,2023-11-29_14h29.14.921,experiment,2023.2.2,None,2023-11-29 14h29.25.496038 +0530,
cards, field,600,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,0,0,2,629.7675884580094,,,,,,,,,,,,,,629.7611977080087,629.7675884580094,631.7530478330009,,,,,,,,,,,,,0,0,,,,,,631.765476792003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,631.7530625829968,631.8022116250067,631.8517510000092,632.4927838330041,632.5429940830072,632.7430874580023,632.743106666996,632.7730432499957,632.7730432499957,632.7730432499957,632.7730432499957,641.4799986669968,card,field,1,[8.727359459007857],[8.727363500001957],,,,,,,vidhi,001,2023-11-29_14h29.14.921,experiment,2023.2.2,None,2023-11-29 14h29.25.496038 +0530,
cash, luck,600,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,1,1,0,641.4855489580077,,,,,,,,,,,,,,641.4806114579987,641.4855489580077,643.4703907500079,,,,,,,,,,,,,1,0,,,,,,643.4829856669967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,643.4704094170011,643.5258726250031,643.5766221670056,644.2197477919981,644.2692085419985,644.4703379170096,644.4703635000042,644.4992227080074,644.4992227080074,644.4992227080074,644.4992227080074,649.6904323330091,cash,luck,1,[5.210651875007898],[5.210656000010204],,,,,,,vidhi,001,2023-11-29_14h29.14.921,experiment,2023.2.2,None,2023-11-29 14h29.25.496038 +0530,
child, party,600,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,2,2,4,649.7029340419977,,,,,,,,,,,,,,649.6908826250001,649.7029340419977,651.686784999998,,,,,,,,,,,,,1,0,,,,,,651.6994198330067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,651.6867997079971,651.7426424169971,651.7935981670016,652.4265196670021,652.4767609580013,652.687163124996,652.687189083008,652.709664791997,652.709664791997,652.709664791997,652.709664791997,661.1209097920073,child,party,1,[8.430832666999777],[8.43083683399891],,,,,,,vidhi,001,2023-11-29_14h29.14.921,experiment,2023.2.2,None,2023-11-29 14h29.25.496038 +0530,
cloth, tower,600,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,3,3,7,661.1274398749956,,,,,,,,,,,,,,661.1213775829965,661.1274398749956,663.1108992920053,,,,,,,,,,,,,0,0,,,,,,663.1233385829983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,663.1109167920076,663.1698510830029,663.2201656670077,663.8603725419962,663.9104437500064,664.1104297919956,664.1104545830021,664.1408765000087,664.1408765000087,664.1408765000087,664.1408765000087,671.6810588750086,clock,tower,1,[7.560223125008633],[7.560226750007132],,,,,,,vidhi,001,2023-11-29_14h29.14.921,experiment,2023.2.2,None,2023-11-29 14h29.25.496038 +0530,
None,None,None,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,4,4,10,671.686228874998,,,,,,,,,,,,,,671.6815029169957,671.686228874998,673.6707190830057,,,,,,,,,,,,,0,0,,,,,,673.6836295829999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,673.6707374999969,673.7264384169976,673.7770086250093,674.4204257920064,674.4698906249978,674.6710916250013,674.6711170000053,674.6992259170074,674.6992259170074,674.6992259170074,674.6992259170074,682.9644521250011,cloth,tower,1,[8.284465999997337],[8.284469624995836],,,,,,,vidhi,001,2023-11-29_14h29.14.921,experiment,2023.2.2,None,2023-11-29 14h29.25.496038 +0530,
clock, toast,600,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,5,5,9,682.969781250009,,,,,,,,,,,,,,682.964885333,682.969781250009,684.9542847499979,,,,,,,,,,,,,1,0,,,,,,684.9668050830078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,684.9543023330043,685.0097868330049,685.0604138330091,685.7039344170043,685.7534411670058,685.9545676249982,685.9545930000022,685.9837518330023,685.9837518330023,685.9837518330023,685.9837518330023,694.1081058330019,clock,toast,1,[8.144372875001864],[8.144376750002266],,,,,,,vidhi,001,2023-11-29_14h29.14.921,experiment,2023.2.2,None,2023-11-29 14h29.25.496038 +0530,
chirp, spoon,600,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,6,6,5,694.1204467080097,,,,,,,,,,,,,,694.1085160829971,694.1204467080097,696.1043906249979,,,,,,,,,,,,,0,0,,,,,,696.1174899170001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,696.1044067500043,696.1603888329992,696.2111152500001,696.843643375003,696.8941847079986,697.1047573749966,697.1047826249996,697.1276064170088,697.1276064170088,697.1276064170088,697.1276064170088,702.9377019999956,chips,spoon,1,[5.8301081669924315],[5.830112209005165],,,,,,,vidhi,001,2023-11-29_14h29.14.921,experiment,2023.2.2,None,2023-11-29 14h29.25.496038 +0530,
carve, fork,600,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,7,7,3,702.9429198330035,,,,,,,,,,,,,,702.9381346669979,702.9429198330035,704.9278995000059,,,,,,,,,,,,,0,0,,,,,,704.9403192080063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,704.9279125419998,704.9877169999963,705.0373302920052,705.6778503749956,705.7280267919996,705.9277127079986,705.9277344169968,705.9569106249983,705.9569106249983,705.9569106249983,705.9569106249983,713.1987533750071,cave,fork,1,[7.2605586660065455],[7.260562625000603],,,,,,,vidhi,001,2023-11-29_14h29.14.921,experiment,2023.2.2,None,2023-11-29 14h29.25.496038 +0530,
candy, fever,600,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,8,8,1,713.2040795420035,,,,,,,,,,,,,,713.199183167002,713.2040795420035,715.1881936669961,,,,,,,,,,,,,1,0,,,,,,715.2007747080061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,715.188208749998,715.2441582500032,715.294603250004,715.9378388750047,715.987480708005,716.1883620419976,716.1883877079963,716.2173520829965,716.2173520829965,716.2173520829965,716.2173520829965,722.4918611250032,candy,fever,1,[6.294543915995746],[6.2945479159971],,,,,,,vidhi,001,2023-11-29_14h29.14.921,experiment,2023.2.2,None,2023-11-29 14h29.25.496038 +0530,
